#	Powered by Chinese Virtual Observatory (China-VO): www.china-vo.org 2017-02-28 09:39:52
#	In case of problem: please contact support@lamost.org
#----------------------------------------------------------------------------
#	obsid,long,I8,
#	obsdate,date,A40,
#	lmjd,int,I4,
#	mjd,int,I4,
#	planid,char,A40,
#	spid,int,I2,
#	fiberid,int,I2,
#	class,char,A20,
#	subclass,char,A20,
#	z,double,F21.10,
#	ra,double,F16.10,
#	dec,double,F16.10,
#	teff,double,F10.10,
#	logg,double,F10.10,
#	feh,double,F10.10,
#	rv,double,F10.10,
#----------------------------------------------------------------------------
obsid,obsdate,lmjd,mjd,planid,spid,fiberid,class,subclass,z,ra,dec,teff,logg,feh,rv
177901153,2013-11-14,56611,56610,GAC108N21V2,1,153,STAR,F2,0.0000822235,108.7534000000,20.4947780000,6251.86,4.332,-0.138,24.65
177901158,2013-11-14,56611,56610,GAC108N21V2,1,158,STAR,F2,-0.0001420649,108.8115400000,20.2465040000,6163.86,3.949,0.037,-42.59
177901178,2013-11-14,56611,56610,GAC108N21V2,1,178,STAR,F5,0.0000599748,109.4564000000,19.7007620000,6590.63,4.072,-0.027,17.98
177901183,2013-11-14,56611,56610,GAC108N21V2,1,183,STAR,F5,-0.0000091730,109.2441400000,19.7948380000,6488.75,4.252,-0.039,-2.75
177901199,2013-11-14,56611,56610,GAC108N21V2,1,199,STAR,F5,-0.0000761860,109.5950900000,19.5702720000,6496.84,4.002,0.120,-22.84
177901217,2013-11-14,56611,56610,GAC108N21V2,1,217,STAR,F2,0.0001657814,108.6567500000,19.7005400000,6293.41,3.877,0.121,49.70
177901241,2013-11-14,56611,56610,GAC108N21V2,1,241,STAR,A1IV,0.0000299900,108.0480800000,19.7855930000, , , , 
178005040,2013-11-14,56611,56610,GAC108N21V3,5,40,STAR,F9,-0.0000411285,108.6524100000,20.9346810000,5584.72,4.548,-0.008,-12.33
178005123,2013-11-14,56611,56610,GAC108N21V3,5,123,STAR,F7,0.0001715854,109.1664100000,21.0582680000,6269.24,4.115,0.211,51.44
178005157,2013-11-14,56611,56610,GAC108N21V3,5,157,STAR,F0,-0.0000294871,108.5658800000,21.2036950000,6812.95,3.927,-0.070,-8.84
178005168,2013-11-14,56611,56610,GAC108N21V3,5,168,STAR,F0,0.0000490006,108.8045000000,21.0878300000,7250.50,4.032,-0.071,14.69
178005232,2013-11-14,56611,56610,GAC108N21V3,5,232,STAR,F0,-0.0000171452,108.1022600000,20.9793420000,6708.09,4.092,0.008,-5.14
157306005,2013-09-14,56550,56549,VB052N35V1,6,5,STAR,F3,0.0000706822,54.2099020000,34.7432980000,6749.87,4.161,-0.201,21.19
157306023,2013-09-14,56550,56549,VB052N35V1,6,23,STAR,F9,-0.0000845919,54.1516250000,34.7533650000,6003.63,4.310,-0.187,-25.36
157306083,2013-09-14,56550,56549,VB052N35V1,6,83,STAR,F5,0.0000522028,54.4592630000,35.3343810000,6552.50,3.914,0.199,15.65
157306092,2013-09-14,56550,56549,VB052N35V1,6,92,STAR,F2,0.0000992020,54.1761370000,35.3836650000,6669.65,4.214,-0.286,29.74
157306097,2013-09-14,56550,56549,VB052N35V1,6,97,STAR,A1V,0.0000570000,54.2873220000,35.4171560000, , , , 
157306127,2013-09-14,56550,56549,VB052N35V1,6,127,STAR,F8,0.0000293203,54.6343310000,35.3397940000,6072.83,4.218,-0.176,8.79
157306249,2013-09-14,56550,56549,VB052N35V1,6,249,STAR,F4,0.0000027686,53.8738570000,35.1570660000,6471.97,4.277,-0.356,0.83
157315129,2013-09-14,56550,56549,VB052N35V1,15,129,STAR,F3,-0.0001262874,52.3417490000,36.9033780000,6702.53,4.090,-0.152,-37.86
157315140,2013-09-14,56550,56549,VB052N35V1,15,140,STAR,A1V,-0.0001797300,52.1701320000,36.8507580000, , , , 
157315238,2013-09-14,56550,56549,VB052N35V1,15,238,STAR,F5,-0.0001517383,51.5384640000,36.4420050000,6513.66,3.966,-0.003,-45.49
157416212,2013-09-15,56551,56550,EG214710N042410V01,16,212,STAR,A9V,0.0000202300,325.1509330000,6.2752800000, , , , 
180004130,2013-11-19,56616,56615,GAC083N57V2,4,130,STAR,B6,0.0000540500,83.0425080000,56.7050670000, , , , 
157309067,2013-09-14,56550,56549,VB052N35V1,9,67,STAR,A7V,-0.0000843800,53.2163830000,36.9835550000, , , , 
157309199,2013-09-14,56550,56549,VB052N35V1,9,199,STAR,F0,-9.006E-7,53.4745160000,36.7209970000,6770.46,4.114,-0.154,-0.27
157309210,2013-09-14,56550,56549,VB052N35V1,9,210,STAR,A2IV,-0.0000714600,53.0599660000,36.1356810000, , , , 
157309211,2013-09-14,56550,56549,VB052N35V1,9,211,STAR,A7IV,-9.00E-8,52.9932900000,36.2747270000, , , , 
406611087,2016-01-13,57401,57400,EG031827N151038V01,11,87,STAR,F7,0.0000094065,49.4179310000,16.9615470000,6178.49,4.148,-0.127,2.82
406611168,2016-01-13,57401,57400,EG031827N151038V01,11,168,STAR,F5,0.0001931003,48.8981050000,17.3952180000,6291.95,3.956,-0.030,57.89
462802007,2016-05-25,57534,57533,HD200312N501832V01,2,7,STAR,F0,-0.0001976701,299.8041860000,48.3497480000,7256.77,3.856,0.694,-59.26
462802046,2016-05-25,57534,57533,HD200312N501832V01,2,46,STAR,A1V,-0.0008793700,298.5187161000,48.9485139000, , , , 
462802059,2016-05-25,57534,57533,HD200312N501832V01,2,59,STAR,A6IV,-0.0000733200,299.7255566700,48.5316822200, , , , 
462802108,2016-05-25,57534,57533,HD200312N501832V01,2,108,STAR,F4,-0.0000890950,299.3319670000,48.0461380000,6604.48,4.157,0.106,-26.71
462802145,2016-05-25,57534,57533,HD200312N501832V01,2,145,STAR,A1IV,0.0001306800,298.9494905600,48.8146516700, , , , 
157904070,2013-09-23,56559,56558,HD035343N575830V01,4,70,STAR,K1,-0.0001498000,58.7728760000,58.2090110000, , , , 
157904104,2013-09-23,56559,56558,HD035343N575830V01,4,104,STAR,A3IV,-0.0000074100,59.3342350000,57.7086150000, , , , 
157904117,2013-09-23,56559,56558,HD035343N575830V01,4,117,STAR,A1V,0.0000371400,59.1448290000,57.6896800000, , , , 
157904137,2013-09-23,56559,56558,HD035343N575830V01,4,137,STAR,A9V,0.0000441700,57.5919760000,57.5735850000, , , , 
157904192,2013-09-23,56559,56558,HD035343N575830V01,4,192,STAR,F5,0.0000079055,57.8438550000,57.8381990000,6432.79,4.117,-0.107,2.37
438913187,2016-03-12,57460,57459,HD152134N242036V02,13,187,STAR,F5,-0.0000313884,232.5808730000,25.3468100000,6397.73,4.192,-0.074,-9.41
438914079,2016-03-12,57460,57459,HD152134N242036V02,14,79,STAR,F5,-0.0001611115,228.7785390000,25.1722970000,6431.69,4.064,0.079,-48.30
438914086,2016-03-12,57460,57459,HD152134N242036V02,14,86,STAR,G2,-0.0001360274,228.8743500000,25.3209490000,5861.17,4.150,0.003,-40.78
438914110,2016-03-12,57460,57459,HD152134N242036V02,14,110,STAR,F8,-0.0000598080,228.0643064000,25.1517122000,6151.30,4.224,0.089,-17.93
177909064,2013-11-14,56611,56610,GAC108N21V2,9,64,STAR,G0,0.0003110485,109.6788000000,22.9597820000,6011.96,4.350,-0.178,93.25
177909086,2013-11-14,56611,56610,GAC108N21V2,9,86,STAR,F5,0.0001524054,109.7316400000,23.3032510000,6245.98,4.177,-0.302,45.69
177909108,2013-11-14,56611,56610,GAC108N21V2,9,108,STAR,F7,0.0000956328,109.3664600000,23.1676100000,6082.30,4.198,-0.403,28.67
177909191,2013-11-14,56611,56610,GAC108N21V2,9,191,STAR,F5,0.0000451646,110.1619300000,22.5712890000,6272.62,3.997,-0.152,13.54
177909205,2013-11-14,56611,56610,GAC108N21V2,9,205,STAR,F2,-0.0000264183,109.9089800000,22.3986850000,6169.12,4.229,-0.193,-7.92
177909226,2013-11-14,56611,56610,GAC108N21V2,9,226,STAR,A6IV,0.0001122200,110.4885300000,22.0020450000, , , , 
177909241,2013-11-14,56611,56610,GAC108N21V2,9,241,STAR,F7,-0.0000055372,110.3788500000,22.0131200000,6200.20,4.086,-0.058,-1.66
217504198,2014-02-11,56700,56699,HD111214N365333V,4,198,STAR,G1,-0.0001135119,167.6122570000,36.5454980000,5961.59,4.378,-0.136,-34.03
217504213,2014-02-11,56700,56699,HD111214N365333V,4,213,STAR,F6,-0.0000245170,168.5267080000,37.3944810000,6289.86,4.242,-0.129,-7.35
82110023,2012-11-23,56255,56254,VB016N38V2,10,23,STAR,G5,-0.0000255400,13.6583210000,38.5953220000, , , , 
157308110,2013-09-14,56550,56549,VB052N35V1,8,110,STAR,A2V,-0.0000268100,53.1800620000,34.9230190000, , , , 
177808020,2013-11-14,56611,56610,GAC108N21V1,8,20,STAR,A2IV,0.0001220400,109.6156100000,21.3849490000, , , , 
177808070,2013-11-14,56611,56610,GAC108N21V1,8,70,STAR,F7,0.0000417289,110.3278200000,21.4554410000,6350.80,4.208,0.217,12.51
177808089,2013-11-14,56611,56610,GAC108N21V1,8,89,STAR,F7,-0.0000899289,110.3588700000,21.7212750000,6234.93,4.133,0.031,-26.96
177808092,2013-11-14,56611,56610,GAC108N21V1,8,92,STAR,A8III,0.0000060200,110.0960100000,21.7835040000, , , , 
177808116,2013-11-14,56611,56610,GAC108N21V1,8,116,STAR,F2,0.0000519693,109.8018900000,21.0476540000,6119.37,4.246,-0.099,15.58
177808117,2013-11-14,56611,56610,GAC108N21V1,8,117,STAR,F5,-0.0000818566,109.7461000000,20.9654600000,6629.82,4.225,-0.003,-24.54
177808171,2013-11-14,56611,56610,GAC108N21V1,8,171,STAR,F3,0.0001804500,109.4051600000,21.0361190000, , , , 
177808182,2013-11-14,56611,56610,GAC108N21V1,8,182,STAR,A2V,-0.0000169500,109.2761300000,20.8784750000, , , , 
177808189,2013-11-14,56611,56610,GAC108N21V1,8,189,STAR,F0,-0.0000489339,109.4438200000,20.9709890000,7047.74,3.943,0.412,-14.67
177808192,2013-11-14,56611,56610,GAC108N21V1,8,192,STAR,F7,0.0002170835,109.2612100000,20.9841400000,6138.18,4.072,-0.070,65.08
177808198,2013-11-14,56611,56610,GAC108N21V1,8,198,STAR,F7,0.0000297206,109.3946300000,20.8546560000,6203.45,3.972,-0.161,8.91
177808211,2013-11-14,56611,56610,GAC108N21V1,8,211,STAR,A7V,-0.0000474400,109.6979900000,20.6351550000, , , , 
462805147,2016-05-25,57534,57533,HD200312N501832V01,5,147,STAR,A7V,-0.0000177000,300.6907720000,49.2444990000, , , , 
455903112,2016-04-23,57502,57501,HD185413N275434V01,3,112,STAR,F0,-0.0000344238,282.0895149000,28.3130406000,6757.42,3.873,0.178,-10.32
455903217,2016-04-23,57502,57501,HD185413N275434V01,3,217,STAR,F0,0.0000178790,282.5015053000,28.2484568000,7076.31,4.002,-0.051,5.36
455903225,2016-04-23,57502,57501,HD185413N275434V01,3,225,STAR,A1IV,-0.0000330700,282.6201483000,28.4571223000, , , , 
438908230,2016-03-12,57460,57459,HD152134N242036V02,8,230,STAR,G5,0.0000030021,231.0673100000,24.0439200000,4763.99,2.505,-0.374,0.90
178203062,2013-11-14,56611,56610,VB002N40V2,3,62,STAR,A6IV,-0.0000374000,0.2980220000,40.7640880000, , , , 
178203078,2013-11-14,56611,56610,VB002N40V2,3,78,STAR,G3,-0.0000880943,0.7453620000,40.4540180000,5790.58,4.269,-0.012,-26.41
178203101,2013-11-14,56611,56610,VB002N40V2,3,101,STAR,F5,0.0000137428,0.5625130000,41.1370890000,6365.69,4.139,-0.179,4.12
178203131,2013-11-14,56611,56610,VB002N40V2,3,131,STAR,F4,-0.0000819901,1.4213430000,41.0654030000,6577.97,4.122,0.040,-24.58
368006041,2015-10-08,57304,57303,M31015N35M1,6,41,STAR,A2IV,0.0000594700,17.9900250000,35.2900810000, , , , 
178014105,2013-11-14,56611,56610,GAC108N21V3,14,105,STAR,A2V,0.0000150400,106.4486500000,22.6926840000, , , , 
178014200,2013-11-14,56611,56610,GAC108N21V3,14,200,STAR,A7V,0.0000561100,106.7079100000,22.4288500000, , , , 
178014202,2013-11-14,56611,56610,GAC108N21V3,14,202,STAR,A1IV,-0.0000026400,106.9468600000,22.7564160000, , , , 
456604115,2016-04-24,57503,57502,HD180114N565803V01,4,115,STAR,F5,-0.0000942319,270.4205800000,56.7094460000,6611.20,3.992,0.074,-28.25
157510025,2013-09-15,56551,56550,VB010N27V1,10,25,STAR,F5,0.0000205142,8.4795980000,27.2351280000,6519.22,4.102,-0.156,6.15
157510121,2013-09-15,56551,56550,VB010N27V1,10,121,STAR,G8,-0.0000503682,8.3423750000,27.1198730000,5178.57,4.529,0.082,-15.10
178107094,2013-11-14,56611,56610,VB002N40V1,7,94,STAR,G0,-0.0000768198,4.6436420000,38.8953360000,6115.69,4.386,0.020,-23.03
178313095,2013-11-14,56611,56610,VB002N40V3,13,95,STAR,F0,-0.0000020014,4.8646290000,40.4136200000,6802.25,3.988,-0.146,-0.60
456411085,2016-04-24,57503,57502,HD162136N565237V01,11,85,STAR,F5,-0.0001143791,244.8603930000,58.4609830000,6594.39,4.215,-0.114,-34.29
438909043,2016-03-12,57460,57459,HD152134N242036V02,9,43,STAR,F7,-0.0001761552,231.2734440000,24.9072210000,6062.30,4.210,-0.474,-52.81
438909225,2016-03-12,57460,57459,HD152134N242036V02,9,225,STAR,G0,-0.0000737510,231.3272420000,24.8608570000,6075.30,4.244,0.117,-22.11
178215130,2013-11-14,56611,56610,VB002N40V2,15,130,STAR,A6IV,-0.0000883611,2.6015860000,41.4657550000,8240.06,3.858,-0.163,-26.49
178215216,2013-11-14,56611,56610,VB002N40V2,15,216,STAR,A2IV,-0.0000079400,2.0031650000,41.8176310000, , , , 
337508140,2015-03-24,57106,57105,HD082802N114223V01,8,140,STAR,F7,0.0001152130,127.9650490000,10.9328360000,6119.83,4.045,-0.104,34.54
177802029,2013-11-14,56611,56610,GAC108N21V1,2,29,STAR,F4,-0.0000240833,107.4304600000,20.6584990000,6588.52,4.222,-0.052,-7.22
177802037,2013-11-14,56611,56610,GAC108N21V1,2,37,STAR,F6,0.0000417956,107.1484000000,20.6753690000,6269.68,4.206,0.013,12.53
177802057,2013-11-14,56611,56610,GAC108N21V1,2,57,STAR,F7,0.0000509019,108.1448600000,20.4529040000,6281.21,3.905,0.068,15.26
177802064,2013-11-14,56611,56610,GAC108N21V1,2,64,STAR,A6IV,0.0001085900,108.2849300000,20.3130930000, , , , 
177802156,2013-11-14,56611,56610,GAC108N21V1,2,156,STAR,A2IV,-0.0000111800,106.7374200000,20.7141690000, , , , 
177802199,2013-11-14,56611,56610,GAC108N21V1,2,199,STAR,A5V,-0.0000094399,106.8822000000,20.8818610000,8168.34,3.919,-0.219,-2.83
177802213,2013-11-14,56611,56610,GAC108N21V1,2,213,STAR,A8III,0.0000144300,107.2260300000,20.1574550000, , , , 
178116144,2013-11-14,56611,56610,VB002N40V1,16,144,STAR,A2IV,-0.0000971100,1.0740390000,42.5736270000, , , , 
178116186,2013-11-14,56611,56610,VB002N40V1,16,186,STAR,G2,0.0000135761,0.5501470000,41.9883380000,5842.07,3.725,0.013,4.07
157402055,2013-09-15,56551,56550,EG214710N042410V01,2,55,STAR,A7IV,0.0000907800,325.9981770000,2.8506730000, , , , 
157402185,2013-09-15,56551,56550,EG214710N042410V01,2,185,STAR,F7,-0.0000142432,325.0370440000,3.2477340000,6194.63,4.072,-0.091,-4.27
157402216,2013-09-15,56551,56550,EG214710N042410V01,2,216,STAR,F6,-0.0000423960,325.5560720000,2.4123730000,6380.10,4.198,-0.020,-12.71
157402239,2013-09-15,56551,56550,EG214710N042410V01,2,239,STAR,F0,0.0000420291,325.7469070000,3.0764460000,7055.41,4.001,-0.023,12.60
217811176,2014-02-12,56701,56700,GAC071N47V1,11,176,STAR,A1V,-0.0000587200,71.0315590000,49.3560100000, , , , 
178001022,2013-11-14,56611,56610,GAC108N21V3,1,22,STAR,F7,-0.0001331921,108.9037000000,19.5829030000,6231.06,4.206,-0.081,-39.93
178001101,2013-11-14,56611,56610,GAC108N21V3,1,101,STAR,F0,-0.0000274523,109.2048300000,20.0922500000,6705.16,4.151,-0.142,-8.23
178001135,2013-11-14,56611,56610,GAC108N21V3,1,135,STAR,A7V,0.0000840800,109.1675200000,20.2518290000, , , , 
178001139,2013-11-14,56611,56610,GAC108N21V3,1,139,STAR,F0,-0.0000711159,109.0978400000,20.4038870000,7072.98,3.975,-0.034,-21.32
178001140,2013-11-14,56611,56610,GAC108N21V3,1,140,STAR,F5,-0.0001163805,109.0446900000,20.3434580000,6523.92,4.160,-0.066,-34.89
178001167,2013-11-14,56611,56610,GAC108N21V3,1,167,STAR,A7V,0.0000719900,108.6232200000,20.1162300000, , , , 
178001228,2013-11-14,56611,56610,GAC108N21V3,1,228,STAR,F3,0.0000974007,108.0037100000,19.6532040000,6596.58,4.331,-0.353,29.20
178001232,2013-11-14,56611,56610,GAC108N21V3,1,232,STAR,G3,-0.0000666461,108.1312600000,19.9248680000,5867.53,4.524,-0.043,-19.98
157403212,2013-09-15,56551,56550,EG214710N042410V01,3,212,STAR,F5,-0.0000036025,325.9376820000,4.6792740000,6626.38,3.981,0.120,-1.08
178105132,2013-11-14,56611,56610,VB002N40V1,5,132,STAR,A5V,0.0000655600,2.5671290000,39.4706990000, , , , 
178105187,2013-11-14,56611,56610,VB002N40V1,5,187,STAR,A7V,0.0000333200,0.7792090000,39.8321460000, , , , 
178105221,2013-11-14,56611,56610,VB002N40V1,5,221,STAR,F9,0.0000413953,1.2404910000,39.1600840000,6116.46,4.281,0.084,12.41
339202168,2015-03-28,57110,57109,HD074504N482340V01,2,168,STAR,F3,-0.0000012342,113.1504955600,47.1581752800,6729.90,4.231,0.056,-0.37
157607031,2013-09-15,56551,56550,VB010N27V2,7,31,STAR,F4,0.0000134426,11.2193190000,25.8800240000,6577.84,4.230,-0.006,4.03
157516165,2013-09-15,56551,56550,VB010N27V1,16,165,STAR,F6,0.0000366587,9.3806960000,29.2310200000,6239.79,4.081,0.046,10.99
157516177,2013-09-15,56551,56550,VB010N27V1,16,177,STAR,A7V,-0.0000457600,8.8556370000,29.3210850000, , , , 
157415094,2013-09-15,56551,56550,EG214710N042410V01,15,94,STAR,F5,-0.0000824570,326.2205880000,5.4668980000,6415.76,3.893,0.018,-24.72
157415122,2013-09-15,56551,56550,EG214710N042410V01,15,122,STAR,F2,-0.0000298873,326.9834890000,5.1998810000,6289.83,4.293,0.082,-8.96
157415233,2013-09-15,56551,56550,EG214710N042410V01,15,233,STAR,F5,0.0000360583,326.0290610000,5.0989370000,6591.69,4.073,0.037,10.81
157415241,2013-09-15,56551,56550,EG214710N042410V01,15,241,STAR,F5,-0.0001321915,326.2837410000,5.1066690000,6314.82,4.069,-0.358,-39.63
157409032,2013-09-15,56551,56550,EG214710N042410V01,9,32,STAR,F5,0.0000181125,327.8260830000,5.1937510000,6370.89,4.032,0.038,5.43
217210104,2014-02-11,56700,56699,GAC105N57V1,10,104,STAR,A1V,0.0000402200,101.3240700000,57.4950260000, , , , 
178009052,2013-11-14,56611,56610,GAC108N21V3,9,52,STAR,F0,0.0001040720,109.6790600000,22.9091840000,6817.32,4.148,-0.126,31.20
178009108,2013-11-14,56611,56610,GAC108N21V3,9,108,STAR,F7,0.0000948656,109.3664600000,23.1676100000,6078.95,4.189,-0.401,28.44
178009205,2013-11-14,56611,56610,GAC108N21V3,9,205,STAR,F7,-0.0000279193,109.9089800000,22.3986850000,6180.65,4.244,-0.188,-8.37
178009222,2013-11-14,56611,56610,GAC108N21V3,9,222,STAR,F9,-0.0000058500,109.5873000000,22.2635940000, , , , 
217502038,2014-02-11,56700,56699,HD111214N365333V,2,38,STAR,G8,-0.0000588741,166.3901570000,35.4085610000,5290.55,4.650,0.190,-17.65
217502043,2014-02-11,56700,56699,HD111214N365333V,2,43,STAR,F5,0.0000411952,165.9689990000,35.5357460000,6284.66,4.319,-0.281,12.35
217502059,2014-02-11,56700,56699,HD111214N365333V,2,59,STAR,G2,0.0000675467,167.1483960000,35.0974990000,5676.17,3.751,-0.489,20.25
438901158,2016-03-12,57460,57459,HD152134N242036V02,1,158,STAR,F6,-0.0000653118,230.3733730600,22.6066316700,6187.87,4.143,0.052,-19.58
438901223,2016-03-12,57460,57459,HD152134N242036V02,1,223,STAR,G5,-0.0000211813,230.1335790000,22.1024390000,5423.96,4.575,0.012,-6.35
177908126,2013-11-14,56611,56610,GAC108N21V2,8,126,STAR,F4,0.0000931978,109.9259400000,21.0913220000,6616.56,4.139,0.031,27.94
177908136,2013-11-14,56611,56610,GAC108N21V2,8,136,STAR,F5,-0.0001094424,109.9272600000,21.1311380000,6351.22,4.316,-0.098,-32.81
177908143,2013-11-14,56611,56610,GAC108N21V2,8,143,STAR,F3,-0.0000688143,109.8863800000,21.2060070000,6568.14,4.196,-0.253,-20.63
177908147,2013-11-14,56611,56610,GAC108N21V2,8,147,STAR,A7V,-0.0000544377,109.8128300000,21.2464350000,7823.20,3.902,-0.097,-16.32
177908170,2013-11-14,56611,56610,GAC108N21V2,8,170,STAR,F6,0.0000515357,109.3412300000,21.4609320000,6355.83,4.320,-0.060,15.45
177908205,2013-11-14,56611,56610,GAC108N21V2,8,205,STAR,F6,0.0002388986,109.8016200000,20.6571060000,6231.10,4.093,-0.187,71.62
177908211,2013-11-14,56611,56610,GAC108N21V2,8,211,STAR,A7V,-0.0000479500,109.6979900000,20.6351550000, , , , 
177908240,2013-11-14,56611,56610,GAC108N21V2,8,240,STAR,F5,0.0001670489,109.5842400000,21.4998630000,6322.84,4.003,-0.216,50.08
263607248,2014-11-09,56971,56970,HD031226N474333V01,7,248,STAR,F7,-0.0001983372,49.5424460000,45.5644730000,6170.93,4.182,-0.354,-59.46
306911058,2015-01-28,57051,57050,HD020220N465033V01,11,58,STAR,F0,0.0000102738,30.9705540000,48.4825260000,6954.67,4.097,0.094,3.08
46103070,2012-03-11,55998,55997,GAC_102N27_V1,3,70,STAR,A1V,0.0001187700,100.6682700000,27.2288610000, , , , 
178410120,2013-11-15,56612,56611,HD222937N355615V01,10,120,STAR,F0,-0.0000260847,334.7145830000,35.3038720000,6846.08,4.099,-0.077,-7.82
178303023,2013-11-14,56611,56610,VB002N40V3,3,23,STAR,F6,-0.0000041696,1.2216850000,40.1110190000,6343.14,4.274,0.163,-1.25
178303029,2013-11-14,56611,56610,VB002N40V3,3,29,STAR,F0,-0.0000503015,0.9876440000,40.0468710000,7302.66,3.825,0.369,-15.08
178303144,2013-11-14,56611,56610,VB002N40V3,3,144,STAR,F7,-0.0000930977,1.5363960000,41.0004580000,6167.65,4.247,-0.036,-27.91
157505147,2013-09-15,56551,56550,VB010N27V1,5,147,STAR,F0,-0.0000088394,10.5608980000,26.6386410000,6963.19,3.795,0.129,-2.65
361903061,2015-09-25,57291,57290,HD230148N505100V01,3,61,STAR,F5,-0.0001350601,343.4890740000,50.8879690000,6551.24,3.889,0.052,-40.49
361903098,2015-09-25,57291,57290,HD230148N505100V01,3,98,STAR,A8III,-0.0000297000,343.1466770000,50.6608320000, , , , 
361903104,2015-09-25,57291,57290,HD230148N505100V01,3,104,STAR,F6,-0.0001030379,343.6390980000,51.2354740000,6391.99,4.210,0.145,-30.89
361903112,2015-09-25,57291,57290,HD230148N505100V01,3,112,STAR,F0,-0.0000633772,343.4114680000,51.2791370000,7251.94,3.904,0.039,-19.00
361903114,2015-09-25,57291,57290,HD230148N505100V01,3,114,STAR,F0,-0.0000649783,343.2521990000,51.1775670000,7234.19,4.079,-0.122,-19.48
361903124,2015-09-25,57291,57290,HD230148N505100V01,3,124,STAR,A7V,-0.0000540800,343.4946580000,51.3907900000, , , , 
361903125,2015-09-25,57291,57290,HD230148N505100V01,3,125,STAR,F5,-0.0000963667,343.7250600000,51.2617290000,6649.00,3.988,0.065,-28.89
361903145,2015-09-25,57291,57290,HD230148N505100V01,3,145,STAR,F0,-0.0000197136,344.3918840000,51.3154700000,6942.02,4.086,-0.156,-5.91
361903164,2015-09-25,57291,57290,HD230148N505100V01,3,164,STAR,A7V,-0.0000966800,343.8806540000,51.0046590000, , , , 
361903212,2015-09-25,57291,57290,HD230148N505100V01,3,212,STAR,A1V,-0.0000739900,344.0034930000,51.0893030000, , , , 
361903218,2015-09-25,57291,57290,HD230148N505100V01,3,218,STAR,A7V,-0.0001440663,343.8442180000,51.2069520000,7621.24,3.831,-0.049,-43.19
361903228,2015-09-25,57291,57290,HD230148N505100V01,3,228,STAR,A5V,-0.0000555800,343.4212910000,50.4677960000, , , , 
157610100,2013-09-15,56551,56550,VB010N27V2,10,100,STAR,A6IV,0.0001229500,8.4499660000,26.9176710000, , , , 
178207006,2013-11-14,56611,56610,VB002N40V2,7,6,STAR,F5,0.0000164447,3.3133660000,38.5805210000,6564.85,4.000,-0.032,4.93
178207066,2013-11-14,56611,56610,VB002N40V2,7,66,STAR,G2,-0.0001150796,4.0409350000,38.6997950000,6014.47,3.933,0.294,-34.50
178207168,2013-11-14,56611,56610,VB002N40V2,7,168,STAR,F0,0.0000015010,3.2270550000,38.4263270000,7324.05,3.924,0.053,0.45
178207198,2013-11-14,56611,56610,VB002N40V2,7,198,STAR,G7,0.0000200138,4.4088200000,39.2060590000,5578.86,3.826,0.398,6.00
218003045,2014-02-12,56701,56700,GAC101N48V1,3,45,STAR,A6IV,-0.0000196469,100.2518900000,48.5053020000,8152.51,4.040,-0.130,-5.89
337504062,2015-03-24,57106,57105,HD082802N114223V01,4,62,STAR,G2,-0.0000681138,127.2085363900,12.0431591700,5864.88,4.056,0.156,-20.42
337504092,2015-03-24,57106,57105,HD082802N114223V01,4,92,STAR,F0,0.0000293536,127.0340875000,11.3840527800,6994.94,4.081,-0.114,8.80
337504123,2015-03-24,57106,57105,HD082802N114223V01,4,123,STAR,F8,-0.0000048700,127.0773750000,11.4796660000,6139.29,4.329,-0.101,-1.46
337504243,2015-03-24,57106,57105,HD082802N114223V01,4,243,STAR,A7V,0.0000586600,127.6126320000,11.5233430000, , , , 
178315195,2013-11-14,56611,56610,VB002N40V3,15,195,STAR,F0,-0.0000815898,1.7184480000,41.1719820000,6721.10,3.630,0.209,-24.46
178315205,2013-11-14,56611,56610,VB002N40V3,15,205,STAR,A7IV,0.0000597400,1.8415330000,41.9201320000, , , , 
361908034,2015-09-25,57291,57290,HD230148N505100V01,8,34,STAR,A7V,-0.0000723700,346.5839870000,50.7756550000, , , , 
361908069,2015-09-25,57291,57290,HD230148N505100V01,8,69,STAR,F0,-0.0001006363,347.1922270000,50.5110240000,6735.93,3.788,0.248,-30.17
361908094,2015-09-25,57291,57290,HD230148N505100V01,8,94,STAR,A6IV,-0.0000135100,347.4106090000,50.6602360000, , , , 
361908095,2015-09-25,57291,57290,HD230148N505100V01,8,95,STAR,G2,-0.0001680829,347.3807880000,50.7975720000,5867.91,4.355,-0.136,-50.39
361908228,2015-09-25,57291,57290,HD230148N505100V01,8,228,STAR,A2IV,-0.0000659900,346.4675510000,50.4569230000, , , , 
361908241,2015-09-25,57291,57290,HD230148N505100V01,8,241,STAR,A1V,-0.0001371200,346.3525300000,50.4972440000, , , , 
157811115,2013-09-23,56559,56558,EG011442N065942V01,11,115,STAR,F0,-0.0001135786,18.9558110000,9.0452540000,6794.92,4.142,-0.290,-34.05
157811234,2013-09-23,56559,56558,EG011442N065942V01,11,234,STAR,G7,-0.0003047775,18.7729240000,8.7704820000,5104.73,3.183,-0.604,-91.37
177902040,2013-11-14,56611,56610,GAC108N21V2,2,40,STAR,A6IV,0.0000948600,107.2795100000,20.6241380000, , , , 
177902057,2013-11-14,56611,56610,GAC108N21V2,2,57,STAR,F7,0.0000547712,108.1448600000,20.4529040000,6266.03,3.913,0.058,16.42
